HUC8_all,Date,ACRES FTR GEOM,ET VOLUME,EFF VOLUME,CU VOLUME,AW VOLUME,ET RATE,EFF RATE,CU RATE,AW RATE
Alsea (17100205),1987-11-01,1625.6305079876133,39.5614288311028,39.5614288311028,0.0,0.0,0.024336052157434195,0.024336052157434195,0.0,0.0
Alsea (17100205),1987-12-01,1625.6305079876133,18.7455403367359,18.7455403367359,0.0,0.0,0.011531242951352593,0.011531242951352593,0.0,0.0
Alsea (17100205),1988-01-01,1625.6305079876133,14.135137124891365,14.135137124891365,0.0,0.0,0.0086951721534738,0.0086951721534738,0.0,0.0
Alsea (17100205),1988-02-01,1625.6305079876133,13.001931539930185,13.001931539930185,0.0,0.0,0.007998085343529525,0.007998085343529525,0.0,0.0
Alsea (17100205),1988-03-01,1625.6305079876133,238.86759511700316,238.86759511700316,0.0,0.0,0.1469384303156934,0.1469384303156934,0.0,0.0
Alsea (17100205),1988-04-01,1625.6305079876133,313.97057098550573,313.97057098550573,0.0,0.0,0.19313772068301888,0.19313772068301888,0.0,0.0
Alsea (17100205),1988-05-01,1625.6305079876133,491.9281505546016,491.8140696743704,0.114080880231262,0.15210784030834934,0.3026076024886892,0.3025374260988696,0.00007017638981965468,0.00009356851975953956
Alsea (17100205),1988-06-01,1625.6305079876133,633.1364206787933,631.4289088430703,1.707511835723087,3.0768711608034143,0.38947129594815505,0.3884209269821858,0.0010503689659692936,0.0018927247893571512
Alsea (17100205),1988-07-01,1625.6305079876133,684.4267938064645,619.3124395038968,65.11435430256732,129.35304827305183,0.4210223605201186,0.3809675301127012,0.0400548304074172,0.07957100192046682
Alsea (17100205),1988-08-01,1625.6305079876133,484.62979405460163,202.83168418119178,281.79810987341017,550.6795267435169,0.2981180481501485,0.12477108616291868,0.17334696198722999,0.3387482727703046
Alsea (17100205),1988-09-01,1625.6305079876133,385.5511881475527,277.28894728719945,108.26224086035299,210.12807649740535,0.23717024640785742,0.1705731689487414,0.06659707745911589,0.12925943224178618
Alsea (17100205),1988-10-01,1625.6305079876133,181.16093174942205,126.17249526607165,54.988436483350405,105.55135192217372,0.1114404108801349,0.07761449766482424,0.03382591321531067,0.06492948514655827
Alsea (17100205),1988-11-01,1698.028843099211,68.11409398822565,68.11409398822565,0.0,0.0,0.040113626022927305,0.040113626022927305,0.0,0.0
Alsea (17100205),1988-12-01,1698.028843099211,46.6489245495701,46.6489245495701,0.0,0.0,0.027472398209931075,0.027472398209931075,0.0,0.0
Alsea (17100205),1989-01-01,1698.028843099211,50.251546438332255,50.251546438332255,0.0,0.0,0.02959404761736206,0.02959404761736206,0.0,0.0
Alsea (17100205),1989-02-01,1698.028843099211,89.65854520576765,89.65854520576765,0.0,0.0,0.052801544314244116,0.052801544314244116,0.0,0.0
Alsea (17100205),1989-03-01,1698.028843099211,136.53734980902684,136.53734980902684,0.0,0.0,0.08040932305944896,0.08040932305944896,0.0,0.0
Alsea (17100205),1989-04-01,1698.028843099211,419.56514178838404,419.56514178838404,0.0,0.0,0.24708952588967892,0.24708952588967892,0.0,0.0
Alsea (17100205),1989-05-01,1698.028843099211,610.4134222011954,608.4455212205982,1.9679009805973118,3.7233139819390417,0.3594835415675744,0.3583246089684052,0.0011589325991692434,0.0021927271713143093
Alsea (17100205),1989-06-01,1698.028843099211,530.4839978399625,453.27092798672635,77.21306985323606,149.44851779181994,0.3124116530740037,0.2669394750441486,0.045472178029855016,0.08801294418476971
Alsea (17100205),1989-07-01,1698.028843099211,599.2630345342104,257.1132285496433,342.1498059845667,661.2352737726301,0.35291687592328913,0.15141864615230266,0.2014982297709862,0.3894134522272046
Alsea (17100205),1989-08-01,1698.028843099211,534.077990089055,357.36967475759144,176.70831533146338,341.1383742124592,0.31452822033003025,0.21046148668789802,0.10406673364213215,0.20090257924583882
Alsea (17100205),1989-09-01,1698.028843099211,406.61491705947225,186.65507185788428,219.9598452015883,427.37042149882114,0.23946290353780222,0.10992455906532476,0.12953834447247767,0.25168619675434517
Alsea (17100205),1989-10-01,1698.028843099211,195.0731428305071,194.8698515348888,0.20329129561831288,0.40658259123662577,0.11488211382467638,0.11476239189153933,0.000119721933137054,0.000239443866274108
Alsea (17100205),1989-11-01,2014.2222959569326,39.93542780338393,39.93542780338393,0.0,0.0,0.019826723139518766,0.019826723139518766,0.0,0.0
Alsea (17100205),1989-12-01,2014.2222959569326,26.69050892499327,26.69050892499327,0.0,0.0,0.013251024466648024,0.013251024466648024,0.0,0.0
Alsea (17100205),1990-01-01,2014.2222959569326,38.67775348699735,38.67775348699735,0.0,0.0,0.01920232616063959,0.01920232616063959,0.0,0.0
Alsea (17100205),1990-02-01,2014.2222959569326,75.52092493482978,75.52092493482978,0.0,0.0,0.03749383823544199,0.03749383823544199,0.0,0.0
Alsea (17100205),1990-03-01,2014.2222959569326,285.00018187812816,285.00018187812816,0.0,0.0,0.14149390682954785,0.14149390682954785,0.0,0.0
Alsea (17100205),1990-04-01,2014.2222959569326,409.18017151282066,409.18017151282066,0.0,0.0,0.20314548812916605,0.20314548812916605,0.0,0.0
Alsea (17100205),1990-05-01,2014.2222959569326,604.6882666398052,604.6882666398052,0.0,0.0,0.3002093005591149,0.3002093005591149,0.0,0.0
Alsea (17100205),1990-06-01,2014.2222959569326,718.4016331176241,713.2855395314796,5.1160935861445695,9.509449764369279,0.3566645223616295,0.35412453777481706,0.002539984586812438,0.0047211520711776525
Alsea (17100205),1990-07-01,2014.2222959569326,850.0912056717037,656.2787795863508,193.81242608535314,374.8149234099757,0.42204438277644807,0.32582241836150494,0.09622196441494318,0.18608418949702155
Alsea (17100205),1990-08-01,2014.2222959569326,672.5149012130976,387.39874137400113,285.1161598390963,550.7810299341047,0.3338831580620519,0.19233167170853538,0.14155148635351644,0.2734459999969543
Alsea (17100205),1990-09-01,2014.2222959569326,499.45834545545165,229.61844362325598,269.83990183219584,522.5683521777024,0.24796585086859296,0.11399856117378894,0.1339672896948041,0.25943926508341847
Alsea (17100205),1990-10-01,2014.2222959569326,202.6959721700041,202.6959721700041,0.0,0.0,0.10063237437936595,0.10063237437936595,0.0,0.0
Alsea (17100205),1990-11-01,1549.1785038640621,46.17295636010339,46.17295636010339,0.0,0.0,0.02980480057329468,0.02980480057329468,0.0,0.0
Alsea (17100205),1990-12-01,1549.1785038640621,36.22938251278678,36.22938251278678,0.0,0.0,0.02338618979182908,0.02338618979182908,0.0,0.0
Alsea (17100205),1991-01-01,1549.1785038640621,40.97129150362843,40.97129150362843,0.0,0.0,0.02644710819407522,0.02644710819407522,0.0,0.0
Alsea (17100205),1991-02-01,1549.1785038640621,69.13165239457284,69.13165239457284,0.0,0.0,0.04462471704980424,0.04462471704980424,0.0,0.0
Alsea (17100205),1991-03-01,1549.1785038640621,179.03400177806753,179.03400177806753,0.0,0.0,0.11556705785131233,0.11556705785131233,0.0,0.0
Alsea (17100205),1991-04-01,1549.1785038640621,147.99842692484486,147.99842692484486,0.0,0.0,0.09553348859133891,0.09553348859133891,0.0,0.0
Alsea (17100205),1991-05-01,1549.1785038640621,355.91575549213275,354.73390193527104,1.1818535568616058,2.3637071137232115,0.22974483224779096,0.2289819417520128,0.0007628904957780846,0.0015257809915561692
Alsea (17100205),1991-06-01,1549.1785038640621,506.692868458543,500.5949970689927,6.097871389550251,12.17345881227638,0.3270719721418265,0.32313577539345917,0.003936196748367307,0.007858009120261186
Alsea (17100205),1991-07-01,1549.1785038640621,649.1585530291818,636.9635321582703,12.195020870911732,23.698032847363,0.41903405670167004,0.41116212919912987,0.007871927502540291,0.015297160907057399
Alsea (17100205),1991-08-01,1549.1785038640621,448.45105864548725,417.8598526765616,30.591205968925372,58.17809379514398,0.2894766855639498,0.2697299579320965,0.019746727631853134,0.03755415767132863
Alsea (17100205),1991-09-01,1549.1785038640621,379.00039605287054,214.20094674528542,164.79944930758526,312.3053818818884,0.24464604634491313,0.13826744058932616,0.10637860575558705,0.20159418756645278
Alsea (17100205),1991-10-01,1549.1785038640621,230.02747037301663,225.88261172061254,4.144858652404029,7.680766887545116,0.14848351548854255,0.1458079951130237,0.0026755203755188003,0.0049579611829025805
Alsea (17100205),1991-11-01,1633.6377075165608,37.1646038223792,36.43206577890097,0.7325380434782228,1.2895668352871925,0.022749599651979414,0.022301190534028882,0.0004484091179505275,0.0007893836126294971
Alsea (17100205),1991-12-01,1633.6377075165608,33.42950974750101,32.01946611331759,1.410043634183413,2.6412764942523683,0.02046323342910602,0.019600102254001748,0.0008631311751042689,0.001616806763274098
Alsea (17100205),1992-01-01,1633.6377075165608,66.5162449023335,66.5162449023335,0.0,0.0,0.04071664396352041,0.04071664396352041,0.0,0.0
Alsea (17100205),1992-02-01,1633.6377075165608,76.81921403905457,76.81921403905457,0.0,0.0,0.0470234089759316,0.0470234089759316,0.0,0.0
Alsea (17100205),1992-03-01,1633.6377075165608,308.385452783356,308.385452783356,0.0,0.0,0.188772242073281,0.188772242073281,0.0,0.0
Alsea (17100205),1992-04-01,1633.6377075165608,388.33349639610697,388.33349639610697,0.0,0.0,0.23771090408193843,0.23771090408193843,0.0,0.0
Alsea (17100205),1992-05-01,1633.6377075165608,722.0914761799872,669.9518171209355,52.13965905905158,96.979262173566,0.44201445207683365,0.4100981594868971,0.03191629258993645,0.059363995901510425
Alsea (17100205),1992-06-01,1633.6377075165608,646.6898406689585,325.4696282138897,321.2202124550685,621.883844831686,0.3958587866168012,0.19922999249856033,0.1966287941182407,0.3806742718843503
Alsea (17100205),1992-07-01,1633.6377075165608,548.2474514302974,222.98218537450026,325.26526605579687,629.6344090276813,0.3355991655357524,0.13649426941391765,0.1991048961218346,0.3854186311509943
Alsea (17100205),1992-08-01,1633.6377075165608,429.9337419352674,183.7223528026593,246.2113891326081,474.77036498993857,0.2631756967637875,0.11246211565595661,0.1507135811078309,0.29062157588886683
Alsea (17100205),1992-09-01,1633.6377075165608,257.5597852275794,248.35386441243773,9.20592081514173,17.95639855269779,0.15766028418817485,0.15202505627149285,0.005635227916682015,0.010991665085886714
Alsea (17100205),1992-10-01,1633.6377075165608,170.12210624420072,170.12210624420072,0.0,0.0,0.10413698549038672,0.10413698549038672,0.0,0.0
Alsea (17100205),1992-11-01,1711.235105060612,47.12606342572096,47.12606342572096,0.0,0.0,0.0275392102969111,0.0275392102969111,0.0,0.0
Alsea (17100205),1992-12-01,1711.235105060612,36.59616754704192,36.59616754704192,0.0,0.0,0.021385820942322057,0.021385820942322057,0.0,0.0
Alsea (17100205),1993-01-01,1711.235105060612,92.12849319893908,92.12849319893908,0.0,0.0,0.05383742591914387,0.05383742591914387,0.0,0.0
Alsea (17100205),1993-02-01,1711.235105060612,107.54121008045355,107.54121008045355,0.0,0.0,0.06284420519566447,0.06284420519566447,0.0,0.0
Alsea (17100205),1993-03-01,1711.235105060612,210.74961747957641,210.74961747957641,0.0,0.0,0.12315643645711186,0.12315643645711186,0.0,0.0
Alsea (17100205),1993-04-01,1711.235105060612,316.5632507873327,316.5632507873327,0.0,0.0,0.18499109201953873,0.18499109201953873,0.0,0.0
Alsea (17100205),1993-05-01,1711.235105060612,605.762047716141,605.762047716141,0.0,0.0,0.3539911295208526,0.3539911295208526,0.0,0.0
Alsea (17100205),1993-06-01,1711.235105060612,337.223776707987,337.223776707987,0.0,0.0,0.1970645504587416,0.1970645504587416,0.0,0.0
Alsea (17100205),1993-07-01,1711.235105060612,489.3637802315031,488.97406637061243,0.38971386089063914,0.690855228222321,0.2859710970072518,0.2857433586563156,0.00022773835093620022,0.0004037173069786053
Alsea (17100205),1993-08-01,1711.235105060612,587.3607029440213,577.8690101672292,9.491692776791878,18.01432452491612,0.34323787608554057,0.3376911848397132,0.005546691245827195,0.010527089160129198
Alsea (17100205),1993-09-01,1711.235105060612,358.19979399679664,289.00649792224635,69.19329607455022,133.6604070222646,0.2093223736104392,0.1688876631081091,0.04043471050233006,0.07810756489683533
Alsea (17100205),1993-10-01,1711.235105060612,198.09580406547212,197.27196496088274,0.8238391045894217,1.5440980666914963,0.11576188653426178,0.1152804570087962,0.00048142952546560876,0.0009023295876324395
Alsea (17100205),1993-11-01,1414.2035133393877,74.2650601634317,74.2650601634317,0.0,0.0,0.052513700795487415,0.052513700795487415,0.0,0.0
Alsea (17100205),1993-12-01,1414.2035133393877,55.682368360136984,55.682368360136984,0.0,0.0,0.03937366003896643,0.03937366003896643,0.0,0.0
Alsea (17100205),1994-01-01,1414.2035133393877,74.68997447004875,74.58553209956841,0.10444237048034725,0.16855626440665766,0.05281416271812378,0.05274031028493775,0.00007385243318603088,0.00011918812449322963
Alsea (17100205),1994-02-01,1414.2035133393877,103.35652856207801,103.04150091370823,0.3150276483697964,0.5647352733991104,0.0730846215464563,0.07286186177715981,0.00022275976929651036,0.00039933097893781177
Alsea (17100205),1994-03-01,1414.2035133393877,229.5745096982493,228.8458298257956,0.7286798724536598,1.3170866095792322,0.1623348461043986,0.1618195879639821,0.0005152581404164477,0.0009313274908143656
Alsea (17100205),1994-04-01,1414.2035133393877,294.613128134489,293.70271305738044,0.9104150771085165,1.6059630679634034,0.20832442102962465,0.2076806557804783,0.0006437652491463091,0.001135595444937914
Alsea (17100205),1994-05-01,1414.2035133393877,354.3574914343092,353.47160168653335,0.8858897477758383,1.1811863303677843,0.2505703656452936,0.24994394254605806,0.0006264230992355327,0.0008352307989807103
Alsea (17100205),1994-06-01,1414.2035133393877,530.4422517517617,517.6118357902296,12.830415961532166,23.742075177123137,0.3750819784765048,0.36600943987756207,0.009072538598942838,0.01678830165048911
Alsea (17100205),1994-07-01,1414.2035133393877,600.0911216798786,345.85049359108956,254.24062808878898,485.980709094945,0.42433151665906355,0.24455496703895588,0.17977654962010764,0.3436426967624969
Alsea (17100205),1994-08-01,1414.2035133393877,440.3910373245619,171.86453458187228,268.52650274268996,517.7190593930598,0.3114057016338883,0.12152744139069846,0.18987826024319007,0.3660852589529771
Alsea (17100205),1994-09-01,1414.2035133393877,312.22709492532175,222.3497217426877,89.87737318263416,172.28422517017194,0.220779464893319,0.1572261132470593,0.06355335164625979,0.12182420956044274
Alsea (17100205),1994-10-01,1414.2035133393877,151.35850955495155,151.35850955495155,0.0,0.0,0.10702738900538128,0.10702738900538128,0.0,0.0
Alsea (17100205),1994-11-01,1815.214791963327,71.70823930694027,71.70823930694027,0.0,0.0,0.03950399678562613,0.03950399678562613,0.0,0.0
Alsea (17100205),1994-12-01,1815.214791963327,61.364673814786876,61.10168195319252,0.26299186159435733,0.444027743200067,0.033805736977504004,0.0336608550259252,0.0001448819515788028,0.0002446144363553852
Alsea (17100205),1995-01-01,1815.214791963327,78.3364519572694,78.27526394163317,0.06118801563622961,0.12237603127245922,0.04315547245653563,0.0431217640403707,0.00003370841616492612,0.00006741683232985224
Alsea (17100205),1995-02-01,1815.214791963327,33.53281359747588,33.53281359747588,0.0,0.0,0.018473193225363133,0.018473193225363133,0.0,0.0
Alsea (17100205),1995-03-01,1815.214791963327,267.97832744186616,266.99950292271285,0.978824519153302,1.8825413457771565,0.1476289905901561,0.1470897571487546,0.0005392334414015052,0.0010370901306621734
Alsea (17100205),1995-04-01,1815.214791963327,367.18511117012645,364.5470687114896,2.638042458636916,5.067658744618941,0.20228190779173905,0.20082861285919634,0.001453294932542734,0.002791768096566571
Alsea (17100205),1995-05-01,1815.214791963327,748.5884805211232,738.4134610457562,10.175019475367213,19.74280979447452,0.4123966396899255,0.406791231712635,0.005605407977290646,0.010876294024202392
Alsea (17100205),1995-06-01,1815.214791963327,720.4335284353912,715.5048080097214,4.92872042566968,9.509235314216285,0.39688610495299786,0.3941708778363552,0.0027152271166426545,0.005238628153713504
Alsea (17100205),1995-07-01,1815.214791963327,727.6134457025188,491.1483382186163,236.46510748390213,461.9862375681771,0.4008415141414399,0.2705731246754511,0.1302683894659886,0.2545077528089638
Alsea (17100205),1995-08-01,1815.214791963327,541.7263443375509,250.94756537322576,290.7787789643252,561.9688124013816,0.2984364972872563,0.13824676092563248,0.16018973636162384,0.30958805254862376
Alsea (17100205),1995-09-01,1815.214791963327,418.209020112869,403.40825109367387,14.80076901919529,29.342798741660502,0.23039092781991727,0.22223719907953682,0.008153728740380556,0.016164918262881432
Alsea (17100205),1995-10-01,1815.214791963327,183.28985511626306,183.28985511626306,0.0,0.0,0.10097419651258885,0.10097419651258885,0.0,0.0
Alsea (17100205),1995-11-01,1887.6146688920812,96.81524733034779,96.81524733034779,0.0,0.0,0.051289730327838914,0.051289730327838914,0.0,0.0
Alsea (17100205),1995-12-01,1887.6146688920812,47.691986748790434,47.691986748790434,0.0,0.0,0.025265742810095252,0.025265742810095252,0.0,0.0
Alsea (17100205),1996-01-01,1887.6146688920812,52.17450005331191,52.17450005331191,0.0,0.0,0.027640440028968028,0.027640440028968028,0.0,0.0
Alsea (17100205),1996-02-01,1887.6146688920812,135.62073879565847,135.62073879565847,0.0,0.0,0.07184768217300402,0.07184768217300402,0.0,0.0
Alsea (17100205),1996-03-01,1887.6146688920812,258.9078364913283,258.9078364913283,0.0,0.0,0.1371613819060285,0.1371613819060285,0.0,0.0
Alsea (17100205),1996-04-01,1887.6146688920812,392.9931608006639,392.39719494473184,0.5959658559320671,0.9743329758800927,0.20819564886689917,0.2078799245478665,0.000315724319032689,0.0005161715428138566
Alsea (17100205),1996-05-01,1887.6146688920812,557.802339087221,556.8264591238938,0.9758799633271049,1.8788654030118481,0.29550646553018056,0.2949894744411571,0.0005169910890234229,0.0009953649089380259
Alsea (17100205),1996-06-01,1887.6146688920812,687.0101060453018,679.719261441797,7.290844603504903,14.062775515820299,0.3639567531272345,0.3600942886509524,0.0038624644762822275,0.007450024492591129
Alsea (17100205),1996-07-01,1887.6146688920812,704.030405398764,617.9990853591078,86.03132003965666,167.74784119477374,0.3729735824801512,0.32739684404012226,0.04557673844002918,0.08886762958524361
Alsea (17100205),1996-08-01,1887.6146688920812,571.2214057419745,294.99339389427274,276.2280118477021,541.02956816046,0.3026154729329625,0.15627839662181503,0.1463370763111476,0.28662076909903045
Alsea (17100205),1996-09-01,1887.6146688920812,378.37580720605536,354.044636300408,24.331170905647312,47.91597756651616,0.20045182602238396,0.18756192253380366,0.01288990348858026,0.025384406232994587
Alsea (17100205),1996-10-01,1887.6146688920812,196.66943412809366,196.66943412809366,0.0,0.0,0.1041893970041709,0.1041893970041709,0.0,0.0
Alsea (17100205),1996-11-01,1964.132032825349,78.04538569261126,78.04538569261126,0.0,0.0,0.03973530515682551,0.03973530515682551,0.0,0.0
Alsea (17100205),1996-12-01,1964.132032825349,55.05159083504798,55.05159083504798,0.0,0.0,0.028028457310916015,0.028028457310916015,0.0,0.0
Alsea (17100205),1997-01-01,1964.132032825349,60.53100600793746,60.53100600793746,0.0,0.0,0.030818196025684332,0.030818196025684332,0.0,0.0
Alsea (17100205),1997-02-01,1964.132032825349,111.2086926674201,111.2086926674201,0.0,0.0,0.05661976425660627,0.05661976425660627,0.0,0.0
Alsea (17100205),1997-03-01,1964.132032825349,253.2733486810481,253.2733486810481,0.0,0.0,0.12894924803844346,0.12894924803844346,0.0,0.0
Alsea (17100205),1997-04-01,1964.132032825349,368.0316734693227,368.0316734693227,0.0,0.0,0.18737623913190776,0.18737623913190776,0.0,0.0
Alsea (17100205),1997-05-01,1964.132032825349,745.3178955483193,745.0172902542865,0.30060529403270403,0.44369333880697165,0.3794642534678284,0.3793112060713149,0.00015304739651350818,0.0002258979189747907
Alsea (17100205),1997-06-01,1964.132032825349,689.5160450960576,686.8051958467737,2.710849249283868,5.120467892667807,0.35105381592102447,0.3496736392302628,0.0013801766907616628,0.00260698761951464
Alsea (17100205),1997-07-01,1964.132032825349,812.34161539898,784.5008457571709,27.840769641808574,54.01782491273518,0.4135880897123038,0.3994134979962057,0.014174591716097825,0.02750213529944423
Alsea (17100205),1997-08-01,1964.132032825349,637.158128948958,513.5401489083512,123.61798004060742,243.85783613687076,0.3243967912037074,0.26145907725441353,0.06293771394929414,0.12415552114696082
Alsea (17100205),1997-09-01,1964.132032825349,350.58357758431123,350.58357758431123,0.0,0.0,0.1784928771208963,0.1784928771208963,0.0,0.0
Alsea (17100205),1997-10-01,1964.132032825349,148.69940604769178,148.69940604769178,0.0,0.0,0.07570743899216992,0.07570743899216992,0.0,0.0
Alsea (17100205),1997-11-01,1439.5128474631094,54.902147545763064,54.902147545763064,0.0,0.0,0.03813939392240822,0.03813939392240822,0.0,0.0
Alsea (17100205),1997-12-01,1439.5128474631094,48.48264638291376,48.48264638291376,0.0,0.0,0.033679898354749646,0.033679898354749646,0.0,0.0
Alsea (17100205),1998-01-01,1439.5128474631094,76.67441767609107,76.67441767609107,0.0,0.0,0.05326414266549713,0.05326414266549713,0.0,0.0
Alsea (17100205),1998-02-01,1439.5128474631094,106.73453057272908,106.73453057272908,0.0,0.0,0.07414628550264772,0.07414628550264772,0.0,0.0
Alsea (17100205),1998-03-01,1439.5128474631094,184.14919442971396,184.14919442971396,0.0,0.0,0.12792466198147853,0.12792466198147853,0.0,0.0
Alsea (17100205),1998-04-01,1439.5128474631094,375.77165154598083,375.2563297205279,0.5153218254529026,1.0306436509058052,0.2610408460113523,0.2606828625266192,0.0003579834847330939,0.0007159669694661878
