HUC8_all,Year,ACRES FTR GEOM,ET VOLUME,EFF VOLUME,CU VOLUME,AW VOLUME,ET RATE,EFF RATE,CU RATE,AW RATE
Alvord Lake (17120009),1993,14750.500846929235,33641.26664631589,11335.237171006458,17638.916184619604,34228.90063876199,2.280686398070296,0.7684645618908752,1.1958181195109507,2.3205246380422246
Alvord Lake (17120009),1994,2738.5212034884107,5909.283490160119,1291.2660606766128,3976.1227993749803,7465.681969518097,2.1578374060542953,0.4715194678908307,1.451923320626503,2.7261727825981725
Alvord Lake (17120009),1995,14202.606748149614,30989.341674066098,10891.328629083646,15992.097714503554,31155.311207925955,2.1819474568007413,0.7668541995294366,1.1259973607723162,2.193633306926915
Alvord Lake (17120009),1996,14321.981814194449,33774.208960719094,10010.57927596098,18972.776608711032,36955.18643820218,2.358207781498901,0.6989660652996739,1.3247312316726447,2.580312342079367
Alvord Lake (17120009),1997,12920.305955259679,29771.110274911123,7707.884877886077,17160.859012933783,33461.017928867295,2.3042109357164033,0.596571389607713,1.3282084087140238,2.589800740379973
Alvord Lake (17120009),1998,16437.06947186956,36865.034493814215,15421.5335984733,17043.8192697037,32829.083010195434,2.2427984840549056,0.938216731690874,1.0369135020614553,1.9972588828184492
Alvord Lake (17120009),1999,12720.785937658431,29467.47033877478,5629.393964439638,18642.77198645414,36260.64622391746,2.3164818968881242,0.4425350754291416,1.4655361766024493,2.850503608945416
Alvord Lake (17120009),2000,8352.235284927518,19321.132344334525,4600.246748625018,11105.847412254065,21727.92171917697,2.3132888005683374,0.5507803111014657,1.3296856510131758,2.6014499086714284
Alvord Lake (17120009),2001,6676.942495639884,14142.035386577863,2995.7900498823956,7898.47351814108,15224.721250398852,2.1180406145197095,0.4486769283753273,1.1829476625414803,2.280193555709183
Alvord Lake (17120009),2002,8750.152150465581,17821.53653036983,3591.1019111233018,10602.842609231546,20591.145343855667,2.0367116164284726,0.41040451061553546,1.2117323706956782,2.353232834101067
Alvord Lake (17120009),2003,3047.7145684906923,6681.764131631875,2027.2754158769437,4046.8246241233246,7669.560462048645,2.1923851402334105,0.6651788972747875,1.3278227121273425,2.51649565262498
Alvord Lake (17120009),2004,7431.0849116729405,15549.434993865265,4525.373077039373,8050.507212123646,15679.172098117058,2.092485172580899,0.6089787871930786,1.0833555675669513,2.1099438755554805
Alvord Lake (17120009),2005,11137.387336192263,24626.19446148656,9037.188352983054,12375.073375140326,24170.136370824504,2.211128491640119,0.8114280378501012,1.1111289390938264,2.170180100702862
Alvord Lake (17120009),2006,11659.230931528278,28667.784818723772,6257.000954419678,17642.456852780975,34423.09136061615,2.4588058155021066,0.5366564047976634,1.5131750075447234,2.9524324170928837
Alvord Lake (17120009),2007,4651.227428434546,9815.316964623615,2193.374599492801,4806.744458094455,9066.359145375141,2.1102638208183975,0.47156898544327264,1.0334356967172107,1.9492401274445073
Alvord Lake (17120009),2008,5641.294975436187,11572.11064198634,2580.961657156688,8123.606429784156,15445.621808767317,2.0513216721292933,0.4575122677319541,1.440025112169575,2.7379567769496145
Alvord Lake (17120009),2009,5169.587889774557,11147.297570682445,3875.731960370311,6415.009819248047,11911.043038706046,2.156322284941087,0.7497177807996083,1.2409131938615328,2.304060457559119
Alvord Lake (17120009),2010,7635.46859542933,16779.676641485246,4837.229609374099,10828.426001978665,20567.811830676397,2.1975961830986686,0.6335209881250398,1.4181743879426958,2.693719655004344
Alvord Lake (17120009),2011,15417.300167143654,38576.58202210804,11069.114693018373,22211.06723497979,42274.1368176064,2.502161961166193,0.7179671260865861,1.440658675266281,2.741993498167616
Alvord Lake (17120009),2012,3614.4959097938945,8635.407594649094,1926.2131261754073,5572.289002723196,9769.771418978671,2.389104265203471,0.532913350643477,1.5416503827337125,2.7029416169779985
Alvord Lake (17120009),2013,2934.904481939923,6536.829000411035,1737.1604843402356,3883.0333359232354,6592.923974500012,2.227271463393691,0.5918967704161879,1.323052712555952,2.2463845127055717
Alvord Lake (17120009),2014,2978.306448298668,7379.138704681887,1979.0639674290564,4266.324080299502,7266.199029140998,2.477629093170435,0.6644930606652583,1.4324664551347976,2.4397083225910996
Alvord Lake (17120009),2015,3633.4462156841046,8200.884720203829,3379.1128106595643,3889.464212572971,6651.541451979737,2.2570541115495133,0.9300021549991061,1.0704614797334115,1.8306426068088602
Alvord Lake (17120009),2016,5482.905750832437,13026.778451293496,4385.1308950989305,7417.555091843222,13241.006332628262,2.375889545304644,0.7997822859590761,1.352851102851268,2.4149615066095125
Alvord Lake (17120009),2017,8993.061563974297,21685.182274106286,6369.9920584068905,13608.449212595062,25591.01520901029,2.4113236765748294,0.7083229680006554,1.5132165076140198,2.845639944412976
Alvord Lake (17120009),2018,3795.728589517855,9064.114098756869,2253.170190930356,5552.5027007929875,9244.138503237657,2.3879774027542418,0.5936067708193437,1.4628292223333816,2.4354055579121043
Alvord Lake (17120009),2019,12620.145054884402,28405.075788834984,11324.488941105794,13622.633248350074,25667.350924066373,2.2507725279941457,0.897334293057341,1.0794355523732808,2.0338396121788063
Alvord Lake (17120009),2020,7330.452741754002,16237.73256828141,4595.432377353689,10010.02184963331,18286.251801056136,2.215106370687291,0.626896119414053,1.3655393742076223,2.4945596739063998
Alvord Lake (17120009),2021,4208.002331617003,10231.300261273771,2697.511492824758,6128.755225256248,10585.072618452969,2.4313913004278693,0.6410432505126938,1.4564524309332216,2.5154626315013133
Alvord Lake (17120009),2022,5421.9698547940025,13239.165928990962,3551.4337849670164,7882.595459492981,13655.480205088394,2.441763101520224,0.6550080284616312,1.4538250249627154,2.5185459474686085
Alvord Lake (17120009),2023,12163.811769538132,28632.14237834695,12138.955641184022,12879.990151226477,24429.81557885999,2.353879106387564,0.997956551052824,1.0588777921968402,2.0084013170969683
Alvord Lake (17120009),2024,10878.898718249968,28023.077194482372,8310.819886390982,14976.340859725247,28700.10053782192,2.575911213096605,0.7639394484341611,1.3766412619139095,2.6381439225714893
Applegate (17100309),1985,6232.214569781,17384.398188587955,5369.534301664973,11187.879989121915,18230.35765778081,2.7894415370231456,0.8615772518008247,1.7951692554634004,2.925181322571412
Applegate (17100309),1986,6358.04652237214,18404.46239922656,7373.699548602252,10212.04106528605,16506.15309283232,2.894672496413252,1.159742937183036,1.6061601671760044,2.5961044850414203
Applegate (17100309),1987,5823.126628293849,18207.182871283305,5120.911338935036,12063.449778147042,19554.134794413578,3.1267022054469615,0.8794092359340365,2.071644762030803,3.3580129786981563
Applegate (17100309),1988,5915.8347339285565,17002.462176406192,4519.849221369134,11525.13791389507,18540.29211693019,2.8740596959028446,0.7640256066395581,1.948184564351668,3.134011166775454
Applegate (17100309),1989,6748.262532758955,18406.76908995056,7713.4089199855,9872.227331518972,15991.284831546727,2.727630853215361,1.143021464049644,1.4629287588612558,2.369689198355604
Applegate (17100309),1990,6071.261418018804,17291.822386964555,6154.110857273297,10342.727588765796,16802.97675340244,2.848143276394658,1.0136461656894902,1.7035549742710425,2.767625308232181
Applegate (17100309),1991,6457.015854122526,17736.2960001478,7109.668445052708,9826.69003006404,15864.739692174331,2.7468255306859652,1.1010765043287747,1.521862459698023,2.45697703871137
Applegate (17100309),1992,5642.885864382981,15804.63646157351,6097.817448994075,8958.539161834713,14402.010571398334,2.8008073956147013,1.0806203767973674,1.5875811379385893,2.5522420473363794
Applegate (17100309),1993,6551.700987360734,17341.91445814089,8596.387448950863,8069.331989327191,12983.084215700064,2.646933138675923,1.3120848258390687,1.2316392345887284,1.9816356455745592
Applegate (17100309),1994,6641.290587432342,18526.397307364,5504.661377253421,11906.88689557331,19239.982999005522,2.7895778784958547,0.8288541669401089,1.7928573880060794,2.8970247191734595
Applegate (17100309),1995,6119.475154122803,17137.003585911625,8371.788055909492,8006.24485300602,12819.484260061381,2.800404144849924,1.3680565481615306,1.3083221438707966,2.094866624537998
Applegate (17100309),1996,6074.9333709951825,17529.14420903008,9316.668772806048,7543.247046999115,12276.900600290928,2.88548748414643,1.5336248488400805,1.2417003753513425,2.0209111525250774
Applegate (17100309),1997,6014.691905913381,16837.89500765388,8149.402736564267,7944.703644861773,12931.992058979738,2.799460931839185,1.3549160728502374,1.3208828929460026,2.1500672455501126
Applegate (17100309),1998,5805.619111667601,15346.340203307833,8078.294060571627,6683.353660287279,10871.321299792615,2.6433598050664684,1.3914612559298993,1.1511870709629723,1.8725515902247927
Applegate (17100309),1999,5769.541805304192,16544.197254453993,5946.23741581886,9755.363415429094,15903.360568220758,2.8675062618047398,1.0306255880410164,1.6908385006345845,2.7564338910934145
Applegate (17100309),2000,6222.797777266321,16913.71947949553,7318.845452675636,8796.533426558382,14478.358935447703,2.7180249278365167,1.1761342268607047,1.4135978287282067,2.3266638984061694
Applegate (17100309),2001,6466.690770988312,16150.84306073276,4692.357847893023,10537.435001458276,17343.49155333488,2.497543741103366,0.7256196428851174,1.6294941840628367,2.681973232915891
Applegate (17100309),2002,5990.951999745805,16023.611030921795,5375.470213499742,9853.920343087217,16293.723410564617,2.6746351884644834,0.8972647775725499,1.6448004162786345,2.7197219091817058
Applegate (17100309),2003,6119.145596686531,16108.485388497429,7469.475279638517,7948.052444878845,13077.744761548149,2.6324729709356887,1.2206729128463913,1.2988827147997022,2.13718476785871
Applegate (17100309),2004,5581.929113865573,14566.826317822934,5524.956973042365,8374.523601549914,13837.524933693614,2.6096401478189284,0.9897934675161516,1.500292001334719,2.478986144650431
Applegate (17100309),2005,6410.258091214038,16374.789658726393,8388.129289179373,7402.853289645756,12200.15921217893,2.554466516905121,1.308547825972284,1.1548448103504878,1.903224338018556
Applegate (17100309),2006,5904.801269778392,16002.267537654981,6894.485814128816,8412.526975352515,13749.670435488357,2.7100433709017184,1.1676067490053845,1.4246926511157991,2.3285576952201783
Applegate (17100309),2007,6065.809571262975,16130.527483317515,5262.057460003116,10027.542374872422,16379.156011241488,2.659253854545082,0.8674946679718288,1.6531251528861575,2.7002423697635383
Applegate (17100309),2008,5623.256764278154,14908.80497167305,4388.417232020761,9669.747407168277,15718.34306159024,2.6512758703073134,0.7804049176445694,1.7195991242291357,2.7952383681715043
Applegate (17100309),2009,5264.960001422145,13673.033006099013,5510.597090976051,7494.812817098015,12006.064035652118,2.5969870620870283,1.046655072305878,1.4235270192125968,2.2803713670016674
Applegate (17100309),2010,5835.667397741247,14749.061184180506,9535.090677352724,4792.460545601045,7732.940670396329,2.5273992122802054,1.633933195206323,0.8212360676100242,1.3251167592912234
Applegate (17100309),2011,6069.52275853801,15306.780155858232,7481.8086848369485,7189.555607471647,11644.23232316662,2.5219083550393075,1.232684839069476,1.1845339235870043,1.9184757659548528
Applegate (17100309),2012,5117.53327974237,14201.090332313275,7092.896954580111,6458.761061740156,10518.118376809909,2.7749873925642934,1.3859991849309843,1.262084818736207,2.0553102054940457
Applegate (17100309),2013,5527.29335208327,15088.452987149798,5178.131572598783,9154.62733477808,14968.870569336514,2.7298086108389503,0.936829519035228,1.6562586335910046,2.708173714661744
Applegate (17100309),2014,5210.315358164406,14725.534181517782,6706.956734024721,7462.279940282321,12246.463275875149,2.8262270456323373,1.2872458331173993,1.4322127217480523,2.3504264970613176
Applegate (17100309),2015,5192.560507494175,14292.812490963724,5249.661297744983,8420.046080347389,13616.518375775577,2.7525557902186386,1.0109966538027622,1.6215595500900062,2.6223128947892866
Applegate (17100309),2016,6412.737063256447,16989.52518602008,6998.2585293486645,9344.335795286863,15202.700016788169,2.649340682212946,1.091306014938165,1.457152492471245,2.370703783240428
Applegate (17100309),2017,6356.926936572691,15895.247989489406,8418.538019562739,7010.859915234045,11476.15463820176,2.5004610164765015,1.3243093877843994,1.1028693557730143,1.8052991253017416
Applegate (17100309),2018,7180.959527999978,18189.488553588355,8554.90225740446,8942.999803076238,14446.29722037947,2.5330164419760273,1.1913313567702488,1.245376717165125,2.011750263185652
Applegate (17100309),2019,7060.325027224031,17048.985358104463,8944.876588695832,7545.327042251124,12127.101557162317,2.414759276997161,1.266921360448014,1.0686940067428858,1.7176406908182291
Applegate (17100309),2020,5965.995448709996,15265.203949116318,4286.7180660350705,10185.682388720377,16235.548642637943,2.558701909907936,0.7185251988353378,1.7072896679669423,2.7213478089643015
Applegate (17100309),2021,5896.966001077997,15182.60867518337,5462.060704557635,9045.408409210737,14414.711350674546,2.57464748353779,0.9262493125378612,1.53390886221104,2.4444284311694284
Applegate (17100309),2022,8149.209091929998,19988.787005328595,9849.717449525931,9447.452824900885,15409.685266349821,2.452849936704054,1.208671582531845,1.1593091695556705,1.8909424328809687
Applegate (17100309),2023,7438.5668453397475,18257.702100397655,8940.728996129861,8600.05974305176,14130.922310846123,2.4544650172547797,1.2019424147181277,1.1561447146824642,1.8996834477193854
Applegate (17100309),2024,8056.327321279897,20972.687620878318,9935.184332304358,10262.770252761367,16920.159165256067,2.6032566434436304,1.2332150787942378,1.2738770215620951,2.1002323379492465
Beaver-South Fork (17070303),1985,12841.002768933988,28422.040811108483,11140.773446727017,16544.828035952716,33061.04973270289,2.2133817212367113,0.8675937266892967,1.2884373855894906,2.574647037121346
Beaver-South Fork (17070303),1986,12390.167287968054,26083.923479592886,11790.587419163825,13569.73172480125,27131.663574909442,2.105211566023219,0.9516084121490052,1.0952016554270947,2.1897737895158755
Beaver-South Fork (17070303),1987,13121.985401515905,31668.435456322848,11757.924659866265,18962.852270449923,37918.125657024495,2.413387493379194,0.8960476863895872,1.4451206650678987,2.8896637587056024
Beaver-South Fork (17070303),1988,9419.094829030677,19520.611365034503,7352.477021564334,11654.683026773886,23302.95670578748,2.072450879767114,0.780592737945816,1.237346394565737,2.474012325894122
Beaver-South Fork (17070303),1989,12563.175838040006,24680.29624115897,13851.754491142554,10420.168894462166,20825.019138599833,1.9644950098071194,1.1025679071688914,0.8294215593887466,1.6576237893243375
Beaver-South Fork (17070303),1990,8591.956479557693,17968.5598814017,6183.006179649526,11224.01736769631,22415.04821306238,2.091323428389468,0.7196272693373583,1.306340109426871,2.608840985914338
Beaver-South Fork (17070303),1991,10567.52337179439,21612.36289288512,10067.231554125196,10959.897025274808,21859.64569437867,2.045168213260861,0.9526576095393822,1.03713014295551,2.0685684739268146
Beaver-South Fork (17070303),1992,5518.079500086795,11464.642015189233,4903.43370713913,6100.83034797261,12149.984369525699,2.077650750593373,0.8886123708551142,1.1056075484009698,2.2018501852564083
Beaver-South Fork (17070303),1993,14291.865018592396,28123.434169557364,18384.550646212163,9309.898222807138,18583.361738078365,1.9677931559646955,1.2863646992394318,0.651412409135954,1.3002754863625656
Beaver-South Fork (17070303),1994,10938.42095368089,23320.25599511048,8607.314456059332,14127.601015994129,28193.428917631285,2.131958176949021,0.7868882074028137,1.2915576275422136,2.5774679030014758
Beaver-South Fork (17070303),1995,14617.33321781877,33251.9035209792,16932.4630358081,15516.067892145871,30982.124460610357,2.274826948628672,1.1583825027103543,1.061484175049901,2.1195469788458157
Beaver-South Fork (17070303),1996,13566.090503285594,26423.6199422217,14694.446550569939,11174.114074449957,22322.540111975446,1.9477696935474609,1.0831747397683265,0.8236797529652099,1.645465958418095
Beaver-South Fork (17070303),1997,11958.887620709036,23663.11504472085,14932.59219703269,8354.885291211058,16661.37614305338,1.978705360835047,1.2486606338848885,0.6986339830422874,1.3932212318979496
Beaver-South Fork (17070303),1998,11607.466839311359,23910.14539016468,14309.98372882142,9446.96666782223,18850.427451830892,2.0598934910748543,1.232825725623214,0.8138697959341052,1.6239914972653275
Beaver-South Fork (17070303),1999,12435.166336625376,24073.30830974722,11194.960159916827,12273.73295887248,24506.550215620668,1.9359056130068761,0.9002662173439722,0.9870179961101586,1.9707456701597441
Beaver-South Fork (17070303),2000,12553.734210718525,28292.59501868331,11182.301785370473,16218.263832306697,32379.296657586394,2.253719454608714,0.8907550213882092,1.2919075360428893,2.5792561889625296
Beaver-South Fork (17070303),2001,11766.367010612596,24866.711728767557,9536.073929080554,14458.576104351747,28829.76633796138,2.11337209746553,0.8104518514915909,1.2288054665735764,2.4501841827607933
Beaver-South Fork (17070303),2002,9097.4593314788,20390.71657558673,6061.032155349502,13388.973049876506,26702.10988158653,2.2413638613399773,0.66623349822266,1.4717266175126849,2.935117257319586
Beaver-South Fork (17070303),2003,10824.91186854087,23856.295044976945,10033.496767013328,13030.165309886424,26003.229191766695,2.203832727202852,0.9268894646775337,1.2037202212938487,2.402165440934141
Beaver-South Fork (17070303),2004,12669.025908431853,28385.28296655765,15080.549137262227,12649.361019143958,25260.730265888105,2.2405260808304024,1.1903479593664252,0.9984477978472831,1.993896803784722
Beaver-South Fork (17070303),2005,13709.83711434779,31414.472253948214,13707.245401042286,16762.623604786775,33458.060849731744,2.291381873608983,0.9998109595844292,1.2226712443756276,2.440441893705418
Beaver-South Fork (17070303),2006,13146.236986674548,29496.995577341164,15297.442897883919,13539.14717949404,27017.92523121058,2.243759610239818,1.163636629507737,1.02988765478804,2.055183187295104
Beaver-South Fork (17070303),2007,11565.975258867751,25980.72677570521,8883.410779744876,16228.309222262473,32375.442678081494,2.246306618699147,0.7680641347502343,1.4031077240823304,2.7991969508372336
Beaver-South Fork (17070303),2008,11543.58087610831,24876.763792869286,8103.69353495255,15771.366488052958,31477.791176922598,2.1550300604170927,0.7020086420258659,1.366245592015115,2.7268653907967173
Beaver-South Fork (17070303),2009,11566.29534566328,25312.986811103474,10406.352673447953,13991.878952029634,27926.922760220958,2.188512920915031,0.8997135523908057,1.209711366853157,2.414508874761875
Beaver-South Fork (17070303),2010,12907.788111133863,27126.016815405572,13177.041243650654,13261.371796569718,26464.001904867146,2.101523249518444,1.0208597422113352,1.0273930500246486,2.0502352282991154
Beaver-South Fork (17070303),2011,14195.89080773914,30446.779566729027,12666.93669191728,16898.194349805002,33736.647484110916,2.1447600562079856,0.8922960075891593,1.190358152134606,2.376507958607204
Beaver-South Fork (17070303),2012,11507.957232990962,23190.771106686512,9073.570929299065,13444.747922931461,26811.758028311142,2.0151944117591354,0.7884606056135655,1.168300129269521,2.3298451224207986
Beaver-South Fork (17070303),2013,11575.701946698378,23265.128079889662,11994.922080856535,10695.850794727075,21285.722259345235,2.00982438793056,1.0362155259429193,0.9239915509208274,1.8388277754003808
Beaver-South Fork (17070303),2014,11111.930391083755,24246.587710310945,9781.240088396096,13849.475867698284,27549.7471434993,2.18203200136733,0.8802467027911363,1.2463609274236584,2.4792944316502643
Beaver-South Fork (17070303),2015,10348.808761762097,23307.65192123056,10183.033794022893,12731.506108323589,25322.2838369453,2.2522062642949017,0.983981251218814,1.230238803461645,2.4468790968974927
Beaver-South Fork (17070303),2016,12598.24434068888,28049.33883137683,12510.755975748138,14881.83808659412,29632.75816365629,2.226448231424211,0.9930555113415146,1.1812628556925078,2.3521339451998555
Beaver-South Fork (17070303),2017,12702.727277506654,27129.86013598712,13036.555393016171,13593.136779082684,27055.786822258204,2.1357508150259434,1.0262800348473704,1.070095931536901,2.12991952288602
Beaver-South Fork (17070303),2018,11156.470722324068,23573.095854069616,9234.699384509118,13706.085091614099,27263.368525660062,2.1129527823615324,0.8277437923115336,1.2285323408045397,2.443726981787003
