date,g_2,sw_out,lw_out,t_min,EToF,sw_in,H_corr,ebc_cf,EToF_filtered,flux_corr,ws,DOY_x,wd,energy,g_1,lw_in,LE_corr,t_avg,H,Rn,DOY_y,flux,ebr_5day_clim,ebr_corr,G,ebr,Corrected_Soil_Heat_Flux_Plates_Average_Plate_1_2_3_and_4,rso,LE,t_max,ET_fill,LE_subday_gaps,ppt,ET_corr,gridMET_ETo,ET,gridMET_ETr,Rn_subday_gaps,ET_gap,G_subday_gaps,ET_fill_val,H_subday_gaps,gridMET_prcp,3x3_ENSEMBLE
2/28/2019,-3.554307682,39.18323438,396.7450893,-5.444089325,0.920274067,93.2556994,-3.969857851,1.355584919,0.775451363,22.76180549,3.525824596,45.5,156.5978665,24.27273744,-4.051533263,363.1427827,25.59301012,-1.954623195,-2.992888796,20.46981696,45.5,16.43029628,0.759565373,0.890841106,-3.802920473,0.64357768,-3.802920473,164.7773697,18.61428083,1.357840851,19.85069463,0,47.498,24.73764904,25.80000044,17.98884452,36.10000048,0,0,0,,0,69.1000002,3.888840453
3/31/2019,4.233661644,31.09145228,398.3457661,-2.493650158,0.79439858,171.6712681,32.38117548,1.498625578,0.737670717,70.00362747,2.665904445,75,147.3236043,71.72442306,2.764251636,332.990121,37.62245199,2.401129657,21.8650941,75.2233797,75,47.23238983,0.770995426,0.976008234,3.49895664,0.658525894,3.49895664,232.3162137,25.36729573,7.828992665,38.64230027,0,32.258,40.36912813,61.8000004,27.2217704,82.8000007,0,0,0,,0,29.1000001,35.66652136
4/30/2019,4.221321101,40.28410139,393.1316667,1.54456347,0.73053696,213.1110236,34.79514201,1.177841732,0.737182514,101.7920387,2.890239659,105.5,171.9822186,107.8033497,3.703083582,331.6875694,66.84725218,7.516788162,29.69460769,111.3831063,105.5,86.84314859,0.836877403,0.942850055,3.579756542,0.80481954,3.962202342,302.5450883,57.0676346,13.33257523,70.50439568,0,45.974,69.80263221,97.6000005,59.59103,128.4000014,0,0,1,,0,46.7000013,65.22188317
5/31/2019,3.789953223,51.10109073,379.6911962,2.866061435,0.785472468,246.4751653,20.84719225,1.164038283,0.787988454,127.5190968,2.138359493,136,176.7621773,130.15255,4.080715517,318.4035618,104.1371925,10.47772793,18.15392165,134.0878844,136,110.4628273,0.854756123,0.960291479,3.93533437,0.831929464,3.93533437,353.2980246,90.12381959,17.227478,111.0016721,0,220.218,112.7293363,139.2000018,97.56241753,178.5000012,0,0,0,,0,70.1000011,123.7755013
6/30/2019,4.540686359,68.12509722,374.4492361,4.477937593,0.721516446,322.4452931,,1.122900975,0.72320577,,2.066102312,166.5,165.9486109,162.7694682,4.592418845,287.4674306,116.0575012,14.30125063,,167.3360208,166.5,,0.816713843,,4.566552602,,4.566552602,374.4020358,103.4136112,22.393091,121.602195,1,131.318,121.9751472,171.1000012,108.6839022,218.7000021,0,0,0,,1,11,160.0008718
7/31/2019,7.563685501,72.04144288,355.9177419,8.41933,0.922968551,324.8595491,5.913564857,1.049946179,0.92745929,174.2874224,1.695106501,197,158.617697,172.0429829,5.524674449,281.6434812,165.435448,18.40696483,5.304905049,178.5415464,197,166.4091889,0.820584849,0.995966298,6.498563425,0.95036334,6.544179975,362.7539431,158.1984388,26.72340645,181.6567747,0,160.528,180.2518868,196.9000024,172.3698243,258.200007,0,0,1,,0,4.4,175.7789887
8/31/2019,0.458636024,58.9734039,343.6196237,8.537635774,0.954933207,275.6948481,0.564038567,1.068331828,0.946850351,147.2456041,1.587526622,228,158.2533564,147.5603865,-3.135957882,273.596371,150.1904255,18.4829623,0.299588125,146.6970007,228,137.8695711,0.832521603,1.021645901,-0.86338582,0.956194512,-1.338660929,319.7596662,140.7968436,27.63101258,162.2313241,0,260.35,163.7031656,172.0000036,153.4597087,229.5000035,0,0,2,,0,8.1000002,143.8888405
9/30/2019,-3.57122489,44.0826796,351.0090517,3.983201123,0.733788393,200.1515754,20.64536747,1.172674253,0.7307792,97.54400455,1.72637748,258.5,170.4979425,98.48482207,-6.562848846,288.3568247,75.03198973,12.43245976,17.21182145,93.4177852,258.5,84.28959707,0.834142557,0.971493426,-5.067036868,0.855863831,-5.067036868,254.5784399,67.07777562,20.29382857,79.42745772,3,9.984827586,78.84663188,104.5000008,70.49580891,142.9000009,0,1,0,,3,30.7000001,89.66695728
10/31/2019,,,,,,,,1.248857039,0.674975871,,,289,,,,,37.20034952,,,,289,,0.812677172,,,,,183.2956338,,,41.9154672,4,,40.28359614,63.7000006,,94.4000012,0,13,2,,4,8.60000004,40.00043592
11/30/2019,,,,,,,,1.558061582,0.336435543,,,319.5,,,,,13.14525093,,,,319.5,,0.687701767,,,,,127.8272521,,,13.62299358,0,,13.82145592,38.20000088,,60.4000006,0,15,1,,0,12,16.44420227
12/31/2019,,,,,,,,1.569198728,0.463007684,,,350,,,,,6.330775279,,,,350,,0.698943996,,,,,104.3329808,,,8.044044519,2,,6.866024803,17.30000016,,27.10000036,0,19,0,,2,24.80000038,6.444638187
1/31/2020,-2.798440812,27.92526843,363.7367788,-4.587490941,,63.11701683,,1.310741448,0.615026637,,2.978880882,16,,7.752752313,-2.995451854,333.3096955,14.24597308,-0.643706491,,4.765269231,16,,0.775767311,,-2.987483083,,-2.896946333,118.3658296,,3.806329655,14.11798788,114,32.40453846,15.32264084,23.40000028,,36.1000004,0,8,3,,114,33.70000008,9.888840453
2/29/2020,-1.093747623,24.87390586,365.2688272,-5.4185198,,138.4422616,,1.252194243,0.542196117,,2.460320871,46,,45.98493279,-2.618444992,295.8138117,25.45329508,0.382184092,,44.11273148,46,,0.758929773,,-1.872201308,,-1.856096307,165.8560553,,6.573629157,23.43949571,533,12.27666667,25.53416526,45.50000044,,67.7000009,0,15,4,,533,9.9,13.88927637
3/31/2020,1.051815344,34.10174328,364.6517473,-3.951985661,,172.4406122,,1.280109607,0.473382265,,2.293878779,76,,74.2711608,0.155659288,301.222379,24.16356003,2.62391439,,74.90808132,76,,0.7742201,,0.636920517,,0.603737316,234.7340733,,9.354617129,30.77151113,182,33.02,25.94086495,67.3000004,,92.2000014,0,10,1,,182,29.0000016,38.44420227
4/30/2020,5.022327948,43.04144444,359.9066667,-1.403437337,,244.7472153,,1.250759262,0.736819329,,2.313163386,106.5,,119.8617404,3.98589391,282.6402778,75.51087623,6.635283631,,124.4407326,106.5,,0.837113726,,4.504110929,,4.504110929,304.604056,,14.00598193,77.53978046,527,95.504,78.84230064,104.5000013,,137.500001,0,17,1,,527,21.7,67.11072363
5/31/2020,,58.77133557,352.7317708,3.029765177,,275.4364881,,1.333175668,1.029413261,,2.239268451,137,,,,300.0831845,126.9090505,10.44596024,,163.993968,137,,0.854309809,,,,,354.4902236,,18.19551419,138.3482011,729,170.1346429,137.4680373,136.4000021,,175.7000021,0,23,422,,729,40.50000074,103.2306016
6/30/2020,2.785852895,58.52718819,344.189375,6.272628937,0.85993904,290.0068361,28.57991656,1.232607828,0.856167161,155.0692568,2.350814997,167.5,170.1717325,156.1597131,0.832827932,270.6750694,125.2891283,14.89376594,22.97878101,157.9690535,167.5,126.1301191,0.815880445,0.985331247,1.809340414,0.801366686,1.809340414,374.5401538,102.1624108,22.07717233,133.4468532,0,115.316,131.7964462,155.4000013,107.4686296,198.4000013,0,0,0,,0,20.0000001,101.3343505
7/31/2020,7.02727104,67.81015104,334.963244,8.222986371,0.929348842,338.232869,10.84712419,1.183294931,0.922332787,172.4023859,1.914219354,198,173.4936531,174.3127161,6.082682211,245.4139881,158.9806016,19.28402779,9.062605439,180.8676927,198,146.1317662,0.821240915,0.974270436,6.554976626,0.838331072,6.554976626,361.8345304,137.0691608,28.50869581,176.3659341,5,227.2211429,173.3887428,191.9000018,149.4662125,249.4000045,0,3,0,,5,2.8,153.9978204
8/31/2020,0.814587329,58.67318817,330.6493952,8.233322226,0.803028504,269.1108898,5.306527135,1.188900738,0.799843678,136.0419382,1.613620448,229,159.2508885,135.0055268,2.023283069,256.4294355,130.7354111,18.88315209,4.303911536,136.2166633,229,114.4888321,0.832708044,1.007676807,1.211136469,0.848030705,1.418935199,317.9169418,110.1849206,28.34080387,142.5327801,3,142.494,142.5483206,176.6000018,120.1392336,239.8000023,0,0,1,,3,5.2,158.1115955
9/30/2020,-4.617379491,46.26159514,328.4993056,3.658860877,0.810757805,207.6602438,2.659299993,1.214948663,0.808995726,94.24863211,1.47606757,259.5,184.5913035,96.41054557,-1.301531337,260.5960417,96.79921789,14.82009599,2.155591961,93.49808819,259.5,77.22204274,0.833335479,1.031614512,-2.912457376,0.839859345,-2.959455414,252.2199857,78.81570565,25.492838,105.4074847,0,243.828,101.7903262,132.1000018,82.86750197,190.0000017,0,0,1,,0,0,113.6673932
10/31/2020,-7.001532189,36.38711828,338.943414,-2.326216268,0.549418648,158.1795242,17.22877603,1.186538306,0.545078765,55.18742463,1.866125278,290,178.9142119,56.63057341,-5.278638142,267.3209677,37.9586486,7.820886207,14.2309552,50.1708871,290,46.83340163,0.811119469,0.974516437,-6.45968631,0.826998542,-6.140085166,181.1125915,32.60244643,18.43538006,43.0690014,2,8.89,41.02081348,79.6000008,35.23189734,119.6000007,0,0,1,,2,6.5,61.88840453
11/30/2020,-7.797793666,21.60319037,351.7599856,-4.990496337,0.769457943,86.67343247,4.023043382,1.437519565,0.646631458,18.25616516,2.3744764,320.5,203.6787754,21.66063192,-7.855927658,300.416092,17.75284519,0.771390733,3.204267567,13.72628233,320.5,13.79698883,0.683070562,1.00532102,-7.934349595,0.712143371,-7.826860662,126.4943806,12.22120787,7.473645843,18.63387289,1,29.1662069,18.42913611,33.2000002,12.66978896,51.80000076,0,1,1,,1,28.0000002,12.66652136
12/31/2020,-7.985728006,21.51728681,360.1009028,-7.890267784,0.651598555,68.37516196,0.238381359,1.543926878,0.492711294,11.55409604,1.821106446,351,227.6853227,13.15392722,-8.562206656,319.378125,10.77376649,-2.360343575,-0.039893378,4.840582661,351,7.626174635,0.704677633,0.837175671,-8.313344563,0.566282528,-8.273967331,104.1816904,7.488732536,3.019997929,10.12234634,0,7.349066667,11.52350176,20.0000001,8.011014443,32.00000038,0,2,4,,0,10.9,6.888404534
1/31/2021,-1.148983699,27.83690457,355.5516129,-4.570693552,0.587899807,76.27099798,-4.227275162,1.394190357,0.576648743,7.790982976,2.113329161,16,201.1840773,9.678737662,-1.176962811,315.740121,12.01825814,-0.486896017,-3.637710484,8.623929435,16,4.894971069,0.775767311,0.770041613,-1.493683495,0.483806912,-1.162973255,118.3658296,8.532681552,3.670702429,12.66725388,2,24.892,12.86745098,22.1000002,9.13444735,33.2000004,0,0,3,,2,22.30000024,3.33304272
2/28/2021,-1.191717295,27.16801116,355.759375,-4.585495882,0.821764945,117.5760618,4.280777058,1.164015652,0.801251538,33.46099262,2.734669534,45.5,175.6758796,39.0464053,-2.002148367,302.8036458,29.01777704,-0.053626073,3.772302168,37.44947247,45.5,29.16561983,0.759565373,0.852794357,-1.596932831,0.745436151,-1.596932831,164.7773697,25.3342999,4.645336754,27.29607083,0,44.704,28.07025599,33.5000006,24.50648217,48.7000007,0,0,0,,0,37.1000003,2
3/31/2021,2.90767274,35.22190793,356.8084005,-4.4913723,0.482921453,188.6194906,43.39482976,1.212727439,0.49538572,69.94913352,2.602472435,75,182.6466813,74.50148589,2.254893125,280.4942876,26.59734899,2.651846351,35.76468435,77.08276882,75,57.67437005,0.770995426,0.939473595,2.581282932,0.77473812,2.581282932,232.3162137,21.9544568,9.958104935,31.00553265,0,5.08,28.56374706,63.5000012,23.57785623,86.400001,0,0,0,,0,5.4000002,17.77680907
4/30/2021,4.822617988,51.75734097,350.3109028,-3.190092333,0.612380057,264.9190819,47.09006272,1.101207258,0.621589024,113.7910602,2.465286229,105.5,188.9747379,116.8867543,5.174945589,259.0322222,63.09770486,6.866568635,42.79573601,121.8855361,105.5,103.6973095,0.836877403,0.94268823,4.998781789,0.858030262,4.998781789,302.5450883,57.49663645,15.3474796,66.65132755,0,46.99,65.88461568,105.0000008,60.03755385,139.6,0,0,0,,0,11.2,66.44551003
5/31/2021,1.129828641,54.64174328,341.8452285,1.773020989,0.991083771,279.0439113,15.99281528,1.077921844,0.951251004,143.136987,2.328223528,136,186.4398592,148.3789242,4.154867235,268.4692204,127.1441717,10.62504026,14.83414901,151.0212722,136,132.5500526,0.854756123,0.964671956,2.642347938,0.893321294,2.642347938,353.2980246,117.7159036,17.62934313,132.8341002,1,251.714,137.6745898,137.2000016,127.463323,178.2000001,0,0,0,,1,29.600001,131.5579773
6/30/2021,2.04730374,72.54032361,326.4261111,7.557707882,1.071444927,336.6751688,-0.90483656,1.284044675,1.062274986,188.418203,1.763991252,166.5,168.0019032,189.1601947,6.755102673,255.8540972,189.4007007,18.27284321,-0.792657888,193.5613979,166.5,147.0144437,0.816713843,0.996488,4.401203207,0.777195456,4.401203207,374.4020358,147.8071016,26.773736,198.1682124,0,187.96,199.8011487,188.5000018,155.9617006,245.6000036,0,1,0,,0,5.2,186
7/31/2021,3.04740257,61.38794489,325.2448253,11.10536184,0.729836566,297.5924892,15.60578324,1.266465014,0.746280341,151.9236415,1.663365232,197,151.5273836,155.6813074,4.958703018,248.7245296,137.3610961,22.34856223,12.04668588,159.6843602,197,119.7245774,0.820584849,0.9825642,4.003052794,0.774909978,4.003052794,362.7539431,108.5923126,31.90928774,152.7663936,0,149.356,150.2405814,206.4000009,118.7738434,271.800002,0,0,0,,0,3.9,149.7776809
8/31/2021,1.634133618,60.51272715,326.0020161,7.346828223,0.79750916,273.5573333,15.53794062,1.205040497,0.789134168,139.2239133,1.699742701,228,170.2171453,137.7326703,-1.372851982,250.8182124,127.4271397,18.22134446,12.53372664,137.8633112,228,115.7438503,0.832521603,1.037989607,0.130640818,0.863834873,0.130640818,319.7596662,106.4445572,27.74846581,138.1594397,3,138.176,138.9471746,173.2000018,116.0711197,233.8000019,0,0,0,,3,5.9,142.44551
9/30/2021,-3.309075399,49.07647014,329.3060417,2.190353621,0.8100488,214.5852278,6.915436101,1.174050914,0.810660575,95.44240813,1.576187967,258.5,181.2744347,96.77229919,-2.796145817,257.4281944,88.52697203,12.99335709,5.850548556,93.62716319,258.5,81.39073293,0.834142557,0.986257523,-3.145135998,0.841054037,-3.052610608,254.5784399,75.54018438,23.27571867,95.46951248,1,42.926,92.92733854,117.8000023,79.29693573,165.6000032,0,0,2,,1,14.6,96.44507411
10/31/2021,-3.183965341,28.70445632,341.3448925,0.414657823,0.509244194,126.6829267,12.19461861,1.259284793,0.494092081,44.81172252,2.302727268,289,165.7563802,44.92556111,-3.440504001,284.2278226,30.70805779,7.918415261,9.866040786,40.86135081,289,35.91586029,0.812677172,0.954972522,-4.064210305,0.774851835,-3.312234671,183.2956338,24.94461266,15.19400342,33.86974811,1,32.004,33.14878446,70.0000008,26.92783512,103.3000004,0,1,2,,1,32.2,39.33304272
11/30/2021,-6.707142374,17.70474028,349.7579167,-2.544089836,0.527692209,86.93465764,3.750343205,1.415399102,0.532241037,22.49813066,1.906127295,319.5,213.3615177,25.66242879,-6.202038815,299.7322222,18.74778746,3.275197862,2.62496583,19.20783819,319.5,16.21561668,0.687701767,0.876695298,-6.454590594,0.631881605,-6.454590594,127.8272521,13.59065085,9.8886198,20.09311409,1,22.352,19.50471403,37.50000042,14.14058863,58.3000006,0,0,0,,1,21,17.55579773
12/31/2021,,28.79725463,351.9865741,-8.091547271,0.531440546,62.75315741,,1.530578669,0.592246948,,2.249902615,350,177.7700657,8.908183385,,321.5843364,11.04663058,-0.962152942,,3.55537963,350,,0.698943996,,-5.352803756,,,104.3329808,7.563537886,3.190386776,13.51849635,3,27.12155556,11.84654926,24.0000003,8.098116536,37.90000042,0,4,6,,3,28.5,11.33304272
1/31/2022,,24.98619872,359.4629808,-6.654539968,0.576953834,80.84478606,,1.296498645,0.435292889,,,16,245.3140259,12.38378187,,310.65,9.092350643,-2.356915072,,7.043184295,16,,0.775767311,,-5.340597571,,,118.3658296,7.846726939,1.706546713,9.225251356,5,26.34761538,9.724191006,20.90000008,8.380783145,31.50000046,0,5,6,,5,16.50000044,12.6673932
2/28/2022,-1.444051368,26.63423661,355.699256,-6.99662425,0.605288473,136.4058676,26.54827558,1.586145139,0.556624757,44.86656266,2.142672584,45.5,209.8791381,45.36911737,-2.156571506,289.350372,18.31828707,-0.689586989,16.99168588,43.42118899,45.5,28.59921217,0.759565373,0.988922978,-1.947928378,0.630367391,-1.800311437,164.7773697,11.60752629,6.870845125,19.04028437,0,0,17.7066665,36.70000028,11.21943389,53.90000034,0,0,2,,0,3.1,12.55579773
3/31/2022,5.500527499,33.06006452,352.9971102,-3.376203117,0.429287171,169.6486989,36.80064136,1.254504478,0.427091102,63.70640777,2.288255686,75,181.4144208,64.06909245,4.508114208,285.4811156,26.58718903,4.427972531,29.62543713,69.07341331,75,51.60309396,0.770995426,0.98936676,5.004320854,0.800995195,5.004320854,232.3162137,21.69359808,11.95240913,30.35486007,0,7.112,28.60913806,70.2000005,23.34621046,96.800001,0,0,0,,0,5.4,41.55536181
4/30/2022,0.915034841,48.07607431,352.2157639,-3.795341107,0.776611276,219.0474854,41.54069796,1.311011546,0.79088186,97.71006237,3.183696381,105.5,173.7627558,100.2688211,1.082122208,282.9561111,56.59801847,3.8476435,32.12520956,101.7137139,105.5,75.25735473,0.836877403,0.978756061,1.444892765,0.752335059,0.998578524,302.5450883,43.31053994,10.34547375,62.94332598,0,41.91,58.89028515,81.6000008,45.06924523,109.1000016,0,0,3,,0,34.4,64.10854403
5/31/2022,4.254432717,49.46855175,348.0299731,0.529467055,1.008126638,253.8872191,25.73433172,1.23828783,0.969704881,135.4215812,2.663505036,136,169.2639973,135.473857,4.028690049,282.6538978,109.6872494,8.323493986,20.8425571,139.0407903,136,109.7813202,0.854756123,0.999614126,3.566933316,0.810350592,4.141561383,353.2980246,88.93876313,15.15933487,114.9756694,0,230.886,118.5049842,117.7000017,96.0862125,152.2000016,0,0,1,,0,38.4000011,107.0004359
6/30/2022,8.000554282,57.79879514,338.3081944,4.837684507,1.051460347,290.4744049,11.76315819,1.277844106,1.037030823,161.8240366,1.839254671,166.5,163.8229531,161.1349164,7.897750245,273.6266667,150.0608785,14.46700796,9.368093639,167.9893333,166.5,127.0456927,0.816713843,1.004276666,6.854416904,0.788442974,7.949152263,374.4020358,117.6775991,22.17367967,153.9197428,0,249.174,157.8244855,150.8000025,123.767511,194.2000026,0,0,1,,0,30.1000011,158.7807323
7/31/2022,5.810395768,66.918875,324.6883737,9.341681323,1.028512857,324.1383737,3.571303842,1.342034106,1.030021697,219.7068527,1.757259388,197,156.83065,216.5677991,4.59110394,289.1803091,200.7742991,21.28270784,2.575606289,221.7116774,197,163.0138602,0.820584849,0.943564112,5.143878355,0.700889993,5.200749854,362.7539431,149.2145969,30.64965548,219.5142615,0,213.36,219.5244271,209.8000015,163.1507871,278.300005,0,0,1,,0,0.7,172.0017437
8/31/2022,1.22687433,56.63200672,320.9104167,10.94698358,0.890109872,267.4150491,3.710813974,1.226530132,0.891859921,154.173016,1.651134877,228,169.9803367,152.2328124,-0.916582412,262.5150538,150.4622021,21.4111871,2.908910282,152.3879583,228,125.6126981,0.832521603,1.012744977,0.155145959,0.825135502,0.155145959,319.7596662,122.7037878,30.49347226,166.1978169,0,138.176,164.4591238,187.7000027,134.1195399,255.2000026,0,0,0,,0,10.3000003,145.1111595
9/30/2022,-3.362626604,47.10063681,322.6709722,5.111844705,0.858533335,212.1378694,2.217937468,1.175168706,0.860738118,105.5547292,1.582830331,258.5,174.4553524,106.4725613,-3.686846594,260.7136806,106.9256383,15.607483,1.792119188,103.0782958,258.5,89.81830247,0.834142557,1.025086411,-3.394265455,0.872960964,-3.524736599,254.5784399,91.1542706,25.15254767,114.300958,1,70.358,112.5730693,133.5000008,95.97040136,191.3000026,0,0,1,,1,4.6000001,104.2223191
